/*
LTJS
NOLF2 CRES
3769 "Une prière à Banka-Mundi, déesse chasseresse de Khoud, pour protéger contre les bêtes de la jungle."
3770 "Vous avez trouvé un exemplaire du livre: Mehendi, trucs et astuces."
3771 "<Empty>"
3772 "<Empty>"
3773 "<Empty>"
3774 "<Empty>"
3775 "<Empty>"
3776 "<Empty>"
3777 "<Empty>"
3778 "<Empty>"
3779 "<Empty>"
3780 "<SEARCH ITEMS BODIES MIMES>"
3781 "Vous avez trouvé un ballon dégonflé."
3782 "Vous avez trouvé un pot de préparation pour crêpes."
3783 "Vous avez trouvé un kazoo cassé."
3784 "Vous avez trouvé un gant blanc."
3785 "Vous avez trouvé un mouchoir rouge, violet et jaune."
3786 "Vous avez trouvé le dessin d'un éléphant."
3787 "Vous avez trouvé un bâton de maquillage bleu."
3788 "Vous avez trouvé un tube de peinture rouge."
3789 "Vous avez trouvé un dictionnaire Mime-Anglais."
3790 "Vous avez trouvé une pétition pour faire du Pantomime un sport olympique."
3791 "Vous avez trouvé un livret nommé: le Mime pour les mauvais."
3792 "Vous avez trouvé un œillet rose."
3793 "Vous avez trouvé une bouteille de kirsch."
3794 "Vous avez trouvé un tube de peinture blanche."
3795 "<Empty>"
3796 "<Empty>"
3797 "<Empty>"
3798 "<Empty>"
3799 "<Empty>"
3800 "<Empty>"
4000 "Mascara pistolet assommant"
4001 "Katana"
4002 "Tulwar"
4003 "Shuriken"
4004 "Grenade"
4005 "Explosif chat en colère@Chat en colère"
4006 "Pistolet automatique McAllister .32@Pistolet .32"
4007 "Lanceur utilitaire CT-180@Lanceur utilitaire"
4008 "Fusil à pompe Bacalov Instigator@Fusil à pompe"
4009 "Pistolet-mitrailleur Gordon 9mm@PM Gordon"
4010 "Pistolet-mitrailleur M1921-A1@PM M1921-A1"
4011 "Fusil d'assaut AK-47@AK-47"
4012 "Carabine RFA Series-4@Fusil de précision"
4013 "Arbalète Vindicator Sportsman@Arbalète"
4014 "Lanceur de micromissiles"
4015 "Rouge à lèvre appareil-photo@Appareil-photo"
4016 "Explosifs"
4017 "Poudrier pirateur@Pirateur"
4018 "Laque torche@Torche"
4019 "Coupe-ongles passe-partout@Passe-partout"
4020 "Micro espion@Micro"
4021 "Parfum effaceur@Effaceur de corps"
4022 "Pièce"
4023 "Piège à ours"
4024 "Lampe de poche à chaîne"
4025 "Banane"
4026 "[Etui]"
4027 "Grenade assommante"
4028 "Grenade somnifère"
4029 "Grenade corrosive"
4030 "Grenade hilarante"
4031 "Pistolet-mitrailleur Gordon 9mm à silencieux@PM à silencieux"
4032 "Impossible de prendre plus de Shurikens!"
4033 "Impossible de prendre plus de grenades!"
4034 "Impossible de prendre plus de chatons en colère!"
4035 "Impossible de prendre plus d'explosifs!"
4036 "Impossible de prendre plus de pièces!"
4037 "Impossible de prendre plus de pièges à ours!"
4038 "Impossible de prendre plus de bananes!"
4039 "Impossible de prendre plus de grenades assommantes!"
4040 "Impossible de prendre plus de grenades somnifères!"
4041 "Impossible de prendre plus de grenades corrosives!"
4042 "Impossible de prendre plus de grenades hilarantes!"
4043 "Impossible de prendre plus de micros!"
4050 "On pourrait croire une trousse de maquillage, mais ce gadget permet d'assommer discrètement les ennemis."
4051 "Une épée traditionnelle japonaise. Mortelle et discrète. Maniée avec expertise, elle permet de bloquer certains projectiles, comme les Shurikens et les balles de petit calibre."
4052 "Une épée courbe indienne. Pratique pour éliminer discrètement vos ennemis. Elle permet également de bloquer les balles de petit calibre et certains autres projectiles."
4053 "Les étoiles de lancer japonaises sont des armes d'assassin. Elles sont surtout efficaces lorsque l'adversaire est pris par surprise."
4054 "Cette grenade peut être lancée au-dessus des murs et derrière les coins de mur. Efficace, mais peu subtile."
4055 "Un puissant explosif qui ressemble à un chat de gouttière. Lorsque le déclencheur de proximité s'active, il poursuit ses victimes avant d'exploser."
4056 "Un pistolet de calibre .32. Fiable et efficace. Un silencieux peut être ajouté."
4057 "Cet outil multifonctions a été conçu pour accepter des boîtes cylindriques modulaires, contenant différents outils ou munitions."
4058 "Ce n'est pas l'arme standard des espions, mais le fusil à pompe est très efficace dans certaines situations. Accepte différentes balles et cartouches."
4059 "Un pistolet-mitrailleur très réputé pour sa fiabilité et son look ravageur. Il est déconseillé de le tenir par le chargeur latéral, mais tout le monde le fait."
4060 "Le célèbre pistolet-mitrailleur M1921-A1 reste très populaire auprès des organisations criminelles qui apprécient son look gangster."
4061 "Simple mais fiable, le fusil d'assaut du Bloc de l'Est a bonne réputation auprès des criminels et des terroristes."
4062 "Cette puissante carabine est une arme de tireur d'élite efficace. Elle dispose d'une lunette de visée 4X intégrée et il est possible d'adapter un silencieux."
4063 "Une arbalète de sport résistante, très efficace lorsque la discrétion importe plus que la puissance de feu. Une lunette peut être ajoutée pour améliorer la précision à longue portée."
4064 "Ce lanceur de micromissiles repliable trouve facilement sa place dans un sac à main. Il peut ainsi être facilement transporté sans être remarqué."
4065 "Cet appareil-photo espion est camouflé dans un bâton de rouge à lèvres. La profondeur de champ est très limitée, vous devrez donc zoomer pour réussir votre prise de vue."
4066 "Un explosif puissant parfaitement adapté à des actions de sabotage."
4067 "Ce poudrier de femme tout à fait classique intègre un outil de piratage sophistiqué qui permet de lire les données codées pour contourner certaines serrures numériques."
4068 "Cette torche miniature fonctionne à la laque, elle est donc facile à dissimuler, encore que moins efficace qu'une véritable torche."
4069 "Un coupe-ongles ordinaire? Non! Un passe-partout très sophistiqué!"
4070 "Branché sur un téléphone, ce micro électronique enregistre les sons. Vous devez l'activer par la suite pour écouter la conversation complète."
4071 "Ce flacon de parfum contient une solution permettant de disposer rapidement et efficacement des corps. Assurez-vous de les fouiller avant."
4072 "En lançant cette pièce, vous pouvez distraire l'attention des gardes."
4073 "Vous pouvez poser des pièges à ours pour ralentir l'ennemi. Mais évitez-les!"
4074 "Le globe au bout de la chaîne est en fait une petite ampoule qui émet un léger halo lumineux."
4075 "Même une simple banane peut être dangereuse entre des mains expertes. Laissez-la où quelqu'un peut marcher dessus pour voir."
4076 "Rangez votre arme pour ne pas effrayer les civils."
4077 "Cette arme assomme temporairement toute personne dans le rayon d'effet."
4078 "Les gaz libérés par cette grenade sont assez puissants pour endormir vos ennemis un petit moment."
4079 "Libère un gaz corrosif qui brûle la peau et empêche de respirer. Très dangereux."
4080 "Pris de fous rires, vos ennemis seront efficacement neutralisés."
4081 "Un pistolet-mitrailleur Gordon modifié. Le canon a été remplacé par un silencieux intégré."
4100 "Tazer"
4101 "Katana"
4102 "Tulwar"
4103 "Shuriken"
4104 "Grenade"
4105 "Grenade assommante"
4106 "Grenade somnifère"
4107 "Grenade corrosive"
4108 ".32 blindée"
4109 ".32 poison"
4110 "Tranquillisant"
4111 "Désactiveur de caméra"
4112 "Bombe à colle"
4113 "Charge électrique"
4114 "SASS"
4115 "Grenade hilarante"
4116 "Cal. 12 grenaille"
4117 "Cal. 12 explosif"
4118 "9mm blindée"
4119 ".45 blindée"
4120 "7.62x39 blindée"
4121 "7.62x39 phos"
4122 ".308 blindée"
4123 "Carreau"
4124 "Carreau empoisonné"
4125 "Carreau enflammé"
4126 "Carreau explosif"
4127 "Micromissile"
4128 "Caméra"
4129 "Explosifs"
4130 "Pirateur"
4131 "Torche"
4132 "Passe-partout"
4133 "Micro"
4134 "Efface-corps"
4135 "<n/a>"
4136 "Pièce"
4137 "Chat en colère"
4138 "Piège à ours"
4139 "Banane"
4140 "Carreau pisteur"
4200 "Gilet pare-balles lourd"
4201 "Gilet pare-balles léger"
4202 "Trousse de premiers soins"
4203 "Bandages"
4204 "Protection"
4205 "Petit bandage"
4210 "Annule les effets du cyanure utilisé dans les cartouches et les carreaux au cyanure."
4211 "Réduit les dégâts des brûlures infligées par les balles au phosphore, la vapeur et les autres sources de chaleur."
4212 "Réduit les dégâts liés au souffle des explosions."
4213 "Réduit les dégâts électriques."
4214 "Réserve d'air pour nager sous l'eau."
4215 "Diminue de moitié le bruit des pas."
4216 "Evite les hémorragies importantes liées aux balles dum dum."
4217 "Protège contre la plupart des dégâts."
4250 "Silencieux de pistolet automatique McAllister .32"
4251 "Zoom caméra"
4252 "Silencieux de carabine RFA Series-4"
4253 "Silencieux de PM Gordon 9mm"
4254 "Lunette pour fusil d'assaut AK-47"
4255 "Lunette pour lanceur Utility"
4256 "Lunette pour arbalète Vindicator Sportman"
4257 "Lunette pour Correcteur Bacalov"
4300 "Rend les ennemis temporairement inconscients."
4301 "Katana"
4302 "Tulwar"
4303 "Un projectile à lancer dont les bords sont très aiguisés. Peut également servir pour détourner l'attention."
4304 "Grenade à fragmentation qui explose  3 secondes après avoir été lancée."
4305 "Libère un nuage de gaz qui étourdit temporairement les cibles."
4306 "Effet de zone qui rend les cibles temporairement inconscientes."
4307 "Produit un nuage toxique de gaz corrosif."
4308 "Cartouche de .32 blindée standard."
4309 "Cartouches de calibre .32 dont la pointe contient une capsule de poison. Efficaces contre les cibles vivantes."
4310 "Rend les ennemis temporairement inconscients."
4311 "Rend inefficace les caméras de sécurité en passant une séquence en boucle."
4312 "Crée une flaque d'un puissant liquide adhésif. Immobilise les ennemis pendant quelques instants."
4313 "Emet une puissante charge électrique."
4314 "Le Sérum Anti-Super Soldat est un catalyseur chimique qui fait bouillir le sang des super-soldats. Inoffensif pour les êtres humains normaux."
4315 "Produit un nuage de gaz hilarant."
4316 "Une cartouche de calibre 12 remplie de grenaille, très efficace à courte portée."
4317 "Des billes qui explosent à l'impact, infligeant des dégâts importants à la cible."
4318 "Cartouche de 9mm blindée standard."
4319 "Cartouche de .45 blindée standard."
4320 "Cartouche de 7,62x39 blindée standard."
4321 "Cartouche de 7,62x39 au phosphore, qui continue de brûler à l'impact."
4322 "Cartouche de .308 blindée standard."
4323 "Munitions classiques de l'arbalète. Elles peuvent parfois être récupérées sur la cible."
4324 "Munitions empoisonnées de l'arbalète. Elles peuvent parfois être récupérées sur la cible."
4325 "Munitions incendiaires de l'arbalète. Elles continuent de brûler après l'impact."
4326 "Munitions explosives de l'arbalète. Explosent à l'impact."
4327 "Un petit missile auto-propulsé qui explose à l'impact."
4328 "Mini-appareil photo espion avec zoom."
4329 "Petit explosif avec système de retardement intégré."
4330 "Analyse et décode les clés électroniques."
4331 "Une torche portative."
4332 "Passe-partout"
4333 "Un micro espion."
4334 "Désintègre immédiatement les corps, ne laissant aucune trace."
4335 "Neutralise chimiquement l'encre invisible, la rendent lisible à l'œil nu."
4336 "Pièce."
4337 "Chaton en colère."
4338 "Piège à ours."
4339 "Banane"
4340 "Carreaux équipés d'un transmetteur radio qui marquent l'emplacement d'un ennemi sur le radar."
4500 "<OBJETS IMPORTANTS>"
4501 "Tournevis"
4502 "Ampoule"
4503 "Piles mortes"
4504 "Piles neuves"
4505 "mallette"
4506 "Jerrican d'essence"
4507 "Fusible"
4508 "Trousseau de clés"
4509 "Fil"
4510 "Clé"
4511 "Bouton de porte"
4512 "Marteau de carillon"
4513 "Seau"
4514 "Poignée de robinet"
4515 "Manuel super ordinateur v1.0"
4516 "Formulaire de réquisition 207-B"
4517 "Manuel d'utilisation, version v2.0"
4518 "Badge du C.R.I.M.E."
4519 "Tube d'ordinateur"
4520 "Sac de sucre"
4521 "Gadget pirateur"
4522 "Mot de passe M-9: Piroshki"
4523 "Bande 689 M-9: projet Omega"
4524 "Des roupies"
4525 "Clés de motoneige"
4526 "UNITE DE TRAITEMENT DES DONNEES M-9"
4527 "Code de sécurité M-9"
4528 "Lunettes du Dr Schenker"
4529 "Clés pour la motoneige"
4530 "Cinquante roupies"
4531 "Carte d'accès de sécurité"
4532 "Carte de sécurité de la base sous-marine"
4533 "Un magnétophe."
4534 "La clé de la grue."
4535 "Catalogues de produits et services super-ordinateur"
4536 "Un tournevis"
4537 "Une cassette audio à étiquette rouge."
4538 "Une cassette audio à étiquette bleue."
4539 "Une cassette audio à étiquette verte."
4540 "Une cassette audio à étiquette jaune."
4541 "Une cassette audio à étiquette orange."
4542 "Une cassette audio avec une étiquette violette."
4543 "La combinaison du coffre dans l'appartement de Balaji"
4544 "Carte de Sibérie"
4545 "Un pot de café"
4546 "Clés de Balaji Malpani"
4547 "<empty>"
4548 "<empty>"
4549 "Carte des services super-ordinateur"
4750 "<KEY ITEM DESCRIPTIONS>"
4751 "Un tournevis à tête plate rouillé."
4752 "Une ampoule de 60 Watts."
4753 "De vieilles piles AA. Elles ont l'air à plat."
4754 "Des piles AA neuves."
4755 "Une malette à livrer à Hatori-san."
4756 "Ce carburant peut servir pour la moto-neige."
4757 "Ce fusible semble en bon état."
4758 "Un trousseau de clés standard avec plusieurs clés."
4759 "Un fil de cuivre pour les travaux électriques."
4760 "Une solide clé. Elle est utile quand vous ne pouvez pas faire le travail à mains nues."
4761 "Un bouton de porte. Ca peut servir pour remplacer un bouton de porte manquant ou cassé."
4762 "Le marteau d'un carillon de vent."
4763 "Un seau vide. Il pourrait contenir de l'eau."
4764 "La poignée d'un robinet."
4765 "Version 1.0 du manuel d'utilisation du super-ordinateur. Liste les procédures d'utilisation du super-ordinateur."
4766 "Ce formulaire de réquisition 207-B a été rempli pour faire une demande de manuel de super-ordinateur."
4767 "Version 2.0 du manuel d'utilisation du super-ordinateur. Liste les procédures d'utilisation mises à jour du super-ordinateur."
4768 "Un badge du C.R.I.M.E. pour entrer dans les zones protégées."
4769 "L'étiquette sur le tube indique : pièce de remplacement pour l'unité de traitement des données M-9."
4770 "Le code de sécurité de l'unité de traitement des données M-9."
4771 "Un gadget utilisé pour accéder à l'unité de traitement des données."
4772 "Le mot de passe nécessaire pour démarrer l'unité de traitement des données M-9."
4773 "Liste le numéro du fichier contenant des informations sur le projet Omega."
4774 "Les roupies sont la monnaie de l'Inde."
4775 "Ce sont les clés pour démarrer la motoneige."
4776 "Le sucre peut être utilisé dans le café, mais aussi mélangé à de l'essence pour arrêter un moteur."
4777 "Le sucre peut être utilisé dans le café, mais aussi mélangé à de l'essence pour arrêter un moteur."
4778 "Les lunettes du Dr Schenker sont faciles à reconnaître. Les épais verres sont complètement rayés et n'ont pas été nettoyés depuis des mois. Difficile de croire qu'on peut voir quoi que ce soit avec elles."
4779 "La clé de contact d'une moto-neige."
4780 "Cinquante roupies. Vous devriez les donner à Crazy Harij pour qu'il ouvre les portes de la ville."
4781 "Ce catalogue est nécessaire pour obtenir du département super-ordinateur la version 1.0 du manuel de l'utilisateur du super-ordinateur"
4782 "Cette clé est nécessaire pour utiliser la grue dans la base sous-marine."
4783 "Cette carte de sécurité peut être utilisée sur les lecteurs de carte des portes donnant accès aux zones interdites."
4784 "Cette carte de sécurité peut être utilisée sur les lecteurs de carte des portes donnant accès aux zones interdites."
4785 "Un magnétophe sur lequel est enregistrée la voix d'identification d'un employé de la base sous-marine du C.R.I.M.E."
4786 "Un tournevis à tête plate. Peut servir à ouvrir des choses."
4787 "Une cassette audio dont l'étiquette\nindique qu'il s'agit du journal audio de\nTom Goodman."
4788 "Une cassette audio dont l'étiquette\nindique qu'il s'agit du journal audio de\nTom Goodman."
4789 "Une cassette audio dont l'étiquette\nindique qu'il s'agit du journal audio de\nTom Goodman."
4790 "Une cassette audio dont l'étiquette\nindique qu'il s'agit du journal audio de\nTom Goodman."
4791 "Une cassette audio dont l'étiquette\nindique qu'il s'agit du journal audio de\nTom Goodman."
4792 "Une cassette audio dont l'étiquette\nindique qu'il s'agit du journal audio de\nTom Goodman."
4793 "Une combinaison de coffre: 38, 24, 36"
4794 "Cette carte de sécurité peut être utilisée sur les lecteurs de carte des portes donnant accès aux zones interdites."
4795 "Ce café n'a pas l'air très frais, mais il est fort et chaud."
4796 "Les clés de la chambre d'hôtel de Balaji Malpani au Happy Guest et de son coffre privé."
4797 "<empty>"
4798 "<empty>"
4799 "Une carte d'accès au département des services du super-ordinateur."
5000 "<OBJECTIFS CHAPITRES 1 & 2>"
5001 "Rendez-vous avec Hatori-san."
5002 "Découvrez le nouvel endroit de rendez-vous."
5003 "Faites votre rapport à Hatori-san."
5004 "Infiltrez-vous dans la propriété"
5005 "Photographiez la rencontre."
5006 "Retournez voir Yamata-san sur le pont."
5007 "Retrouvez les trois dernières pages de cette lettre."
5008 "Livrez la mallette à Hatori-san."
5009 "Effacez trois marques faites à la craie."
5010 "Empêchez les ennemis de déclencher l'alarme."
5011 "Retrouvez les six pages du manuel de l'UNION."
5012 "Photographiez Hatori-san."
5013 "Retrouvez les quatre pages du manuel de l'UNION."
5014 "RATE: photographier la réunion."
5015 "Ne laissez aucune alarme se déclencher dans la cour autour de la maison principale."
5016 "Ne faites pas de bruits suspects près de la fenêtre!"
5017 "<add objective>"
5018 "<add objective>"
5019 "<add objective>"
5020 "<OBJECTIFS CHAPITRES 3, 4 & 5>"
5021 "Demandez par radio vos instructions à l'UNION."
5022 "Trouvez et sécurisez la cabane de chasse pour qu'elle devienne votre base d'opérations."
5023 "Placez trois explosifs sur les étais du pont principal."
5024 "Trouvez le relais de communications."
5025 "Trouvez la centrale."
5026 "Evitez le pont principal menant dans la base."
5027 "Minimisez les pertes soviétiques autant que possible."
5028 "Sabotez la centrale."
5029 "Placez des explosifs à la base de la tour radio."
5030 "Placez des explosifs dans la centrale relais."
5031 "Sauvez votre pilote et escortez-le hors du camp."
5032 "Retournez à la cabane de chasse et attendez la nuit."
5033 "Découvrez la nature de la conspiration dont vous avez appris l'existence."
5034 "Empêchez les soldats russes de demander de l'aide."
5035 "Trouvez les archives centrales."
5036 "Placez des explosifs sur la porte extérieure."
5037 "Placez des explosifs sur les bidons d'essence dans le garage."
5038 "Placez des explosifs sur le réservoir de propane près de la cantine."
5039 "Trouvez des informations sur le projet Omega."
5040 "Retournez à l'avion."
5041 "Liquidez Nikolai Zhukov."
5042 "Retournez au point d'insertion."
5043 "Retrouvez les deux pages du rapport de préparation militaire soviétique."
5044 "Infiltrez-vous dans les installations."
5045 "Trouvez les quatre rapports de dépenses."
5046 "Placez des micros dans les quatre téléphones du bâtiment des archives."
5047 "Photographiez trois cibles. (TBD)"
5048 "Empêchez le C.R.I.M.E. de faire sauter votre avion."
5049 "Aidez votre pilote à se dégriser."
5050 "Trouvez l'autre page du rapport de situation militaire soviétique."
5051 "Retrouvez des documents top secrets dans le coffre du vieux bâtiment des archives."
5052 "Prenez du ravitaillement dans l'abri."
5053 "Infiltrez le bâtiment principal des archives."
5054 "Sauvez votre pilote du C.R.I.M.E."
5055 "Trouvez d'autres informations sur ANATOLI."
5056 "<add objective>"
5057 "<add objective>"
5058 "<add objective>"
5059 "<add objective>"
5060 "<OBJECTIFS CHAPITRE 6>"
5061 "Trouvez des informations sur le projet Omega."
5062 "Echappez-vous avec des preuves."
5063 "Battez Isako."
5064 "Repoussez les attaques des ninjas."
5065 "Trouvez tous les enregistrements de voix."
5066 "Trouvez toutes les correspondances entre Goodman et M. Smith."
5067 "<add objective>"
5068 "<add objective>"
5069 "<add objective>"
5070 "<add objective>"
5071 "<add objective>"
5072 "<add objective>"
5073 "<add objective>"
5074 "<add objective>"
5075 "<add objective>"
5076 "<add objective>"
5077 "<add objective>"
5078 "<add objective>"
5079 "<add objective>"
5080 "<OBJECTIFS CHAPITRE 7 & 8>"
5081 "Retrouvez Kamal. Attention à ne pas blesser des innocents ou les policiers dans la zone."
5082 "Trouvez un moyen d'entrer dans le QG du C.R.I.M.E.."
5083 "Placez un micro dans le téléphone du bureau de Anoop Banerjee, puis écoutez la conversation."
5084 "Trouvez la boîte de jonction téléphonique."
5085 "Retournez dans le hall d'entrée avant que votre absence soit remarquée."
5086 "Trouvez les affiches de recherche avant qu'elles soient vues par des civils."
5087 "Infiltrez-vous dans le QG de l'Alliance Maléfique."
5088 "Récupérez le contenu du coffre du responsable."
5089 "Placez des explosifs à l'endroit #1."
5090 "Placez des explosifs à l'endroit #2."
5091 "Placez des explosifs à l'endroit #3."
5092 "Placez des explosifs dans le coffre de film de l'Alliance Maléfique."
5093 "Echappez-vous du QG de l'Alliance Maléfique."
5094 "Trouvez des informations sur le projet Omega dans le coffre principal."
5095 "Rendez-vous avec Armstrong."
5096 "Suivez Armstrong en lieu sûr."
5097 "Fuyez avec Armstrong."
5098 "Protégez Armstrong à tout prix."
5099 "Appréhendez le roi Mime."
5100 "Photographiez les cibles dans le QG du C.R.I.M.E."
5101 "Placez des micros dans les trois téléphones du QG du C.R.I.M.E."
5102 "Photographiez des documents dans le coffre du mur."
5103 "Retrouvez les preuves utilisées pour faire chanter Kamal."
5104 "Ne tuez personne ou vous ratez la mission!"
5105 "Ne vous faites pas prendre ou vous serez escortée jusqu'à l'entrée et devrez recommencer."
5106 "Parlez à Armstrong."
5107 "Trouvez Kamal."
5108 "Atteignez le niveau inférieur sans tuer personne."
5109 "Trouvez le ravitaillement dans la cabine téléphonique à côté du cinéma."
5110 "Ne vous faites pas prendre ou la mission sera un échec !"
5111 "<add objective>"
5112 "<add objective>"
5113 "<add objective>"
5114 "<add objective>"
5115 "<add objective>"
5116 "<add objective>"
5117 "<add objective>"
5118 "<add objective>"
5119 "<add objective>"
5120 "<OBJECTIFS CHAPITRE 9>"
5121 "Trouvez des informations sur le projet Omega."
5122 "Echappez-vous et restez en vie."
5123 "Retrouvez les trois pages du rapport médical."
5124 "Trouvez d'autres informations sur le Lieutenant Anders."
5125 "<add objective>"
5126 "<add objective>"
5127 "<add objective>"
5128 "<add objective>"
5129 "<add objective>"
5130 "<OBJECTIFS CHAPITRE 10>"
5131 "Sauvez les civils des super soldats."
5132 "Protégez Kamal."
5133 "Eteignez le feu pour Crazy Harij ou il sera très en colère !"
5134 "<add objective>"
5135 "<add objective>"
5136 "<add objective>"
5137 "<add objective>"
5138 "<add objective>"
5139 "<add objective>"
5140 "<OBJECTIFS CHAPITRE 11>"
5141 "Trouvez les lunettes du Dr Schenker."
5142 "Débarrassez-vous des intrus."
5143 "Trouvez le Dr Schenker."
5144 "Protégez les personnels de l'UNION."
5145 "Retrouvez les quatre documents égarés."
5146 "Désamorcez tous les explosifs."
5147 "<add objective>"
5148 "<add objective>"
5149 "<add objective>"
5150 "<OBJECTIFS CHAPITRES 12 & 13>"
5151 "Découvrez où Armstrong est détenu."
5152 "Sauvez Armstrong. Il est gardé prisonnier dans les ponts inférieurs d'une nacelle super soldat."
5153 "Trouvez un moyen de quitter la base sous-marine avant qu'elle explose."
5154 "Accédez au pont privé du Directeur."
5155 "Trouvez des informations sur le sous-marin super secret du C.R.I.M.E."
5156 "Trouvez une copie du manuel des employés du C.R.I.M.E."
5157 "Triomphez de Pierre."
5158 "Obtenez du département super ordinateur le manuel V1.0 du super ordinateur."
5159 "Trouvez un formulaire de réquisition 207-B."
5160 "Trouvez le manuel d'utilisateur du super-ordinateur v2.0."
5161 "Trouvez la valve de la pompe et ouvrez-la."
5162 "Trouvez un exemplaire du nouveau slogan du C.R.I.M.E."
5163 "Trouvez le sas qui mène au pont de commandement."
5164 "<add objective>"
5165 "<add objective>"
5166 "<add objective>"
5167 "<add objective>"
5168 "<add objective>"
5169 "<add objective>"
5170 "<OBJECTIFS CHAPITRE 14>"
5171 "Echappez au piège inutilement élaboré."
5172 "Battez Volkov."
5173 "Echappez-vous du repère souterrain secret."
5174 "Battez Isako."
5175 "Trouvez le nouveau plan de relations publiques du C.R.I.M.E."
5176 "Trouvez les plans d'invasion de Khios du C.R.I.M.E."
5177 "Détruisez le générateur."
5178 "Détruisez le super ordinateur."
5179 "<add objective>"
5180 "<OBJECTIFS CHAPITRE 15>"
5181 "Arrêtez l'invasion des super soldats."
5182 "Battez le lieutenant des super soldats."
5183 "Retrouvez Armstrong au fort."
5184 "Coulez le sous-marin super secret."
5185 "<add objective>"
5500 "<OBJECTIFS DE MISSION EN COOPERATION>"
5501 "Localisez Balaji Malpani et photographiez-le. Son appartement est un bon endroit pour commencer."
5502 "Rendez-vous au point d'extraction au café à côté de l'appartement de Balaji."
5503 "Retrouvez votre équipe à la cabane de l'UNION et contactez le QG par radio pour connaître vos instructions."
5504 "Détruisez l'ordinateur en vous infiltrant dans l'installation et en plaçant 4 charges d'explosifs."
5505 "Détruisez l'ordinateur en plaçant des charges d'explosifs. 3 cibles restantes."
5506 "Détruisez l'ordinateur en plaçant des charges d'explosifs. 2 cibles restantes."
5507 "Détruisez l'ordinateur en plaçant des charges d'explosifs. 1 cible restante."
5508 "Trouvez des données complémentaires sur le projet Super Soldat."
5509 "Retournez à la cabane de l'UNION et contactez le QG à la radio pour l'extraction."
5510 "Trouvez Cate. Son dernier rapport de situation la plaçait à côté d'une chute d'eau à l'extérieur du village."
5511 "Retournez au point d'extraction avec Cate."
5512 "Trouvez le générateur et réactivez l'électricité pour toutes les portes de la zone."
5513 "Trouvez un moyen d'entrer dans l'appartement de Balaji. Cherchez un trousseau de clés de rechange ou un outil de crochetage."
5514 "Trouvez un point de vue depuis lequel photographier Balaji dans l'appartement de sa maîtresse."
5515 "<empty>"
5516 "Localisez et sauvez Armstrong."
5517 "Trouvez des informations pour savoir où le C.R.I.M.E. a emmené Armstrong."
5518 "Trouvez des cibles appropriées et placez 6 charges."
5519 "Trouvez des cibles appropriées et placez 5 charges."
5520 "Trouvez des cibles appropriées et placez 4 charges."
5521 "Trouvez des cibles appropriées et placez 3 charges."
5522 "Trouvez des cibles appropriées et placez 2 charges."
5523 "Trouvez des cibles appropriées et placez 1 charge."
5524 "Retournez au point d'extraction pour être récupéré."
5525 "Les mimes ont 4 otages. Sauvez-les."
5526 "Les mimes ont 3 otages. Sauvez-les."
5527 "Les mimes ont 2 otages. Sauvez-les."
5528 "Les mimes ont 1 otage. Sauvez-le."
5529 "Retournez au point d'extraction à l'entrée pour connaître votre prochaine mission."
5530 "Trouvez 50 roupies et payez Crazy Harij pour qu'il vous laisse passer les portes menant au centre de la ville."
5531 "Rejoignez l'hélicoptère de l'UNION pour votre extraction."
5532 "Cate est morte ! La mission a échoué !"
5533 "<text>"
5534 "<text>"
5535 "<text>"
5577 "<text>"
6000 "Repaire souterrain secret du C.R.I.M.E.\nEmplacement INCONNU"
6001 "19:01\nInotakimura, Japon"
6002 "QG de l'UNION\nEmplacement SECRET"
6003 "16:17\nSibérie, U.R.S.S"
6004 "15:36\nAkron, Ohio"
6005 "13:25\nCalcutta, Inde"
6006 "11:30\nAntarctique"
6007 "19:14\nCalcutta, Inde"
6008 "14:28\nQG UNION"
6009 "Base sous-marine secrète du C.R.I.M.E.\nMer Egée"
6010 "Repaire souterrain secret du C.R.I.M.E."
6011 "16:31\nRoyaume de Khios, Mer de Marmara"
6012 "Sous-marin super secret du C.R.I.M.E."
6013 "Haut Commandement de la Flotte de l'OTAN"
6014 "21:42\nSibérie, U.R.S.S."
6015 "14:24\nQG indien du C.R.I.M.E."
6016 "Quelque part dans la Mer Egée"
6017 "Quelque part dans la Mer de Marmara"
6500 "Pertes civiles inacceptables!"
6501 "Vous avez tué un civil!"
6502 "Vous avez été arrêtée!"
6503 "Vous avez été aspirée par la tornade!"
6504 "Vous avez coupé le mauvais fil!"
6505 "Vous êtes morte!"
6506 "Le QG de l'UNION a été détruit!"
6507 "Vous avez tué votre pilote!"
6508 "Vous êtes morte!"
6509 "Vous êtes morte!"
6510 "Vous avez tué Hatori-san!"
6511 "Vous avez laissé Hatori-san mourir!"
6512 "Vous avez tué Armstrong!"
6513 "Vous avez laissé Armstrong mourir!"
6514 "Vous avez tué votre pilote! Vous ne pouvez plus rentrer chez vous!"
6515 "Vous avez laissé votre pilote se faire tuer!"
6516 "Armstrong est mort!"
6517 "Vous avez passé trop de temps aux toilettes et vous avez été démasquée. Vous êtes rapidement arrêtée et torturée. Moins d'une semaine plus tard, les USA et l'URSS sont en guerre et le monde est en ruines."
6518 "Le pacemaker de Hatori-san est tombé en panne. Il est mort."
6519 "Vous avez tué Yamata-san!"
6520 "Vous avez laissé Yamata-san se faire tuer!"
6521 "Votre avion a été détruit"
