/*
LTJS
NOLF2 CRES
5523 "Busca un objetivo adecuado y coloca 1 explosivo."
5524 "Vuelve al punto de extracción para ser rescatado."
5525 "Los mimos han cogido a 4 rehenes. Sálvalos."
5526 "Los mimos han cogido a 3 rehenes. Sálvalos."
5527 "Los mimos han cogido a 2 rehenes. Sálvalos."
5528 "Los mimos han cogido a 1 rehén. Sálvalo."
5529 "Vete al punto de extracción en el vestíbulo para recibir tu próxima misión."
5530 "Consigue 50 rupias y paga a Crazy Harij para pasar por las puertas de entrada a la parte interna de la ciudad."
5531 "Llega al helicóptero de UNITY para la extracción."
5532 "¡Cate ha muerto! ¡Misión fallida!"
5533 "<text>"
5534 "<text>"
5535 "<text>"
5577 "<text>"
6000 "Guarida subterránea secreta de D.A.Ñ.O.\nUbicación DESCONOCIDA"
6001 "7:01 de la tarde\nInotakimura, Japón"
6002 "Cuartel general de UNITY\nUbicación CLASIFICADA"
6003 "04:17 de la tarde\nSiberia, U.R.S.S."
6004 "3:36 de la tarde\nAkron, Ohio"
6005 "1:25 de la tarde\nCalcuta, India"
6006 "11:30 de la mañana\nLa Antártida"
6007 "7:14 de la tarde\nCalcuta, India"
6008 "2:28 de la tarde\nCuartel general de UNITY"
6009 "Base secreta submarina de D.A.Ñ.O.\nMar Egeo"
6010 "Guarida subterránea secreta de D.A.Ñ.O."
6011 "4:31 de la tarde\nReino de Khios, Mar de Marmara"
6012 "Súper Submarino secreto de D.A.Ñ.O."
6013 "Flota de altos mandos de la OTAN"
6014 "9:42 de la tarde\nSiberia, U.R.S.S."
6015 "2:24 p.m.\nCuartel general de la India de D.A.Ñ.O."
6016 "En algún lugar el mar Egeo."
6017 "En algún lugar del mar de Mármara."
6500 "¡Las bajas civiles son inadmisibles!"
6501 "¡Has matado a un civil!"
6502 "¡Te han capturado!"
6503 "¡Has sido absorbido por el tornado!"
6504 "¡Has cortado el circuito equivocado!"
6505 "¡Has muerto!"
6506 "¡El cuartel general de UNITY ha sido destruido!"
6507 "¡Has matado al piloto!"
6508 "¡Has muerto!"
6509 "¡Has muerto!"
6510 "¡Has matado a Hatori-san!"
6511 "¡Has permitido que matasen a Hatori-san!"
6512 "¡Has matado a Armstrong!"
6513 "¡Has permitido que Armstrong muriese!"
6514 "¡Has matado a tu piloto! ¡Ahora no podrás volver a casa!"
6515 "¡Has permitido que matase a tu piloto!"
6516 "¡Armstrong ha muerto!"
6517 "Has perdido demasiado tiempo en los servicios y has echado a perder tu cobertura. Te capturan rápidamente y te torturan para obtener información. En menos de una semana, Estados Unidos y la URSS están en guerra y la mayor parte de la civilización de desintegra."
6518 "El pacificador de Hatori-san ha fracasado. Ha muerto."
6519 "¡Has matado a Yamata-san!"
6520 "¡Has dejado que matasen a Yamata-san!"
6521 "¡Tu avión ha sido destruido!"
6522 "¡Te has descubierto!"
6523 "¡Has matado a un agente de policía!"
6524 "¡Has matado a Kamal!"
6525 "¡Has matado al Dr. Schenker!"
6526 "¡Has matado al Sr. Barnes!"
6527 "¡Has matado al general Hawkins!"
6528 "¡Te has descubierto! Ya no puedes acceder al cuartel general!"
6529 "¡Kamal ha sido asesinado!"
6530 "Ese tipo de comportamiento es intolerable. ¡Estás despedido!"
6531 "Muy enfadado por haber sido atacado por los que él creía sus aliados,\nArmstrong te golpea tan fuerte que te mata. "
7000 "<TRANSMISSIONS>"
7001 "Dirígete al pájaro mina mecánico para pedirle consejo."
7002 "El fusible está roto. Debes sustituirlo."
7003 "La puerta está cerrada con llave."
7004 "Ha habido un cortocircuito. Lo puedes reparar si encuentras un poco de hilo de cobre."
7005 "Falta la manivela de la válvula. Puedes intentar cogerla con las manos."
7006 "Falta el pomo."
7007 "Hay un corte en el suministro eléctrico."
7008 "No tienes las llaves."
7009 "La moto de nieve no tiene combustible."
7010 "Falta un tubo elevador de vacío."
7011 "Necesitas una contraseña para acceder al ordenador."
7012 "Introduce el índice."
7013 "No funciona sin pilas."
7014 "Es demasiado pesado para levantarlo."
7015 "Me he encontrado 10 rupias."
7016 "He encontrado 10 rupias. Sólo necesito 40 rupias más."
7017 "He encontrado 10 rupias. Sólo necesito 30 rupias más."
7018 "He encontrado 10 rupias. Sólo necesito 20 rupias más."
7019 "He encontrado 10 rupias. Sólo necesito 10 rupias más."
7020 "¡Eso hacen 50 rupias! Vayamos hacia la entrada."
7021 "He encontrado una nota de Balaji a su amante. Tenemos que encontrar el juego de llaves que le dejó por aquí cerca. Rastrea la zona y encuéntralo."
7022 "He encontrado una nota de la amante de Balaji para encontrarse con él en el apartamento. Busca un macetero fuera y encuentra un lugar al otro lado de la calle. Podemos fotografiarles a través de la ventana."
7023 "He encontrado las llaves del apartamento de Balaji. Registremos el lugar en busca de pistas."
7024 "BRUNO: un espía soviético ha abierto las puertas de la instalación. Entra y coloca explosivos. Los depósitos de combustible serán excelentes objetivos. ¡Buena suerte!"
7025 "La entrada al viejo edificio de archivos está precintada con una cerradura soldada."
7026 "He encontrado la cerradura de la entrada al edificio de registros antiguos."
7027 "BRUNO: Buen trabajo de equipo. Por desgracia, tendrás que aguantar a los soviéticos hasta que pueda llegar el equipo de extracción de UNITY."
7028 "Las puertas están cerradas. Quizás puedas encontrar una llaves sueltas."
7029 "He colocado el explosivo número 1."
7030 "He colocado el explosivo número 2."
7031 "He colocado el explosivo número 3."
7032 "He colocado el explosivo número 4."
7033 "He salvado al Sr. Barnes."
7034 "He salvado al general Hawkins."
7035 "He salvado al Dr. Schenker."
7036 "He salvado al investigador de UNITY."
7037 "Las puertas y entradas están fuera de servicio. Tendrás que volver a activar la electricidad primero."
7038 "Necesitas encontrar a Cate y traerla hasta el punto de extracción."
7039 "He encontrado a Cate y estoy volviendo al punto de encuentro con ella. Necesitaré la protección de todos para el viaje de vuelta."
7040 "Estoy en el punto de encuentro."
7041 "Estoy en el punto de extracción."
7042 "Encontrémonos en el punto de reunión."
7043 "Esta puerta está cerrada. Tendrás que encontrar las llaves."
7044 "Si tuvieses un poco de azúcar..."
7045 "¡Te han pillado merodeando!"
7046 "Para abrir esta caja fuerte tendrás que encontrar la combinación de números."
7047 "Parece que la puerta está cerrada con una barra desde el otro lado."
7048 "La puerta está cerrada desde el otro lado."
7049 "No tienes la combinación."
7050 "La puerta está cerrada desde el interior."
7051 "Consulta la pantalla de Inteligencia (tecla predeterminada: I) para repasar la información."
7052 "Has encontrado las llaves de la moto de nieve."
7053 "Hace falta un destornillador para abrir este panel."
7054 "Objetivo principal fallido. No se te han concedido ningún punto de habilidad.\nVuelve a Yamata-san en el puente."
7055 "He vuelto a activar la energía. Volvamos a las puertas de seguridad."
7056 "Acabo de ver cómo llevaban a Armstrong en helicóptero junto con una extraña criatura. Espero indicaciones."
7057 "BRUNO: Ahora no podemos salvar a Armstrong. A ver si puedes descubrir adónde lo llevan."
7058 "He descubierto información acerca del paradero de Armstrong. Indicaciones acerca de los próximos movimientos."
7059 "BRUNO: Saquemos este lugar a la superficie. Ahora te están enviando explosivos desde el aire. Búscalos fuera."
7060 "He colocado el explosivo número 5."
7061 "He colocado el explosivo número 6. Volvamos al punto de extracción."
7062 "La energía de las puertas de seguridad está desactivada. Encontremos el generador y restablezcámosla."
7063 "Cuartel general, estoy en el punto de encuentro. Espero indicaciones."
7064 "¡ESCÓNDETE!"
7065 "La alarma ha saltado. ¡Escóndete!"
7066 "¡Recoge nueve carteles de Se Busca!"
7067 "¡Te quedan ocho carteles!"
7068 "¡Faltan siete carteles!"
7069 "¡Faltan seis carteles!"
7070 "¡Te quedan cinco carteles!"
7071 "¡Te quedan cuatro carteles!"
7072 "¡Faltan tres carteles!"
7073 "¡Faltan dos carteles!"
7074 "¡Falta un cartel!"
7075 "¡Haz explotar cuatro explosivos!"
7076 "¡Faltan tres explosivos!"
7077 "¡Faltan dos explosivos!"
7078 "¡Te falta un explosivo!"
7079 "¡Tienes que esperar a que llegue el resto del equipo!"
7080 "Una idea estupenda, pero no tienes el número de identificación de archivo del proyecto: Omega."
7081 "Quizás deberías buscar el número de identificación de archivo del proyecto: Omega. Probablemente esté guardado por aquí cerca."
7082 "¡Quedan siete Súper Soldados más!"
7083 "¡Quedan seis Súper Soldados más!"
7084 "¡Quedan cinco Súper Soldados más!"
7085 "¡Quedan cuatro Súper Soldados más!"
7086 "¡Quedan tres Súper Soldados más!"
7087 "¡Quedan dos Súper Soldados más!"
7088 "¡Queda un Súper Soldado más!"
7089 "¡Rescata a tu piloto e impide que D.A.Ñ.O. vuele tu avión!"
7090 "Hunde el Submarino Súper Secreto y detén la invasión de Súper Soldados."
7091 "Esta caja fuerte se abre con una llave especial. No puedes forzar la cerradura."
7092 "Es una imagen de una grúa."
7093 "Esta puerta se activa con la voz.\nEl sistema de seguridad no reconoce tu nombre."
7094 "Está puerta está sellada con un cierre de emergencia.\nTendrás que cortar la energía del sistema del seguridad."
7095 "¡Escóndete! Si te capturan ahora, fracasarás en tu misión. "
7500 "<DECISIONS>"
7501 "Háblame de los objetivos."
7502 "Háblame sobre mi equipo."
7503 "Háblame sobre los puntos de habilidad."
7504 "Ahora mismo nada, gracias."
7505 "Reproducir cinta 1."
7506 "Reproducir cinta 2."
7507 "Reproducir cinta 3."
7508 "Reproducir cinta 4."
7509 "Reproducir cinta 5."
7510 "Reproducir cinta 6."
7511 "Introduce el número de identificación de archivo del proyecto: Omega."
7512 "Introduce los números al azar."
7700 "<IDENTIFICACIONES DE LOS TEXTOS CODIFICADOS>"
7701 "Hay tres buzones frente a la tienda de dulces. Debes ordenarlos en una secuencia específica para señalármelo.\n\nEl buzón rojo debería estar abierto."
7702 "Hay tres buzones enfrente de la tienda de caramelos. Debes colocarlos de una forma específica para hacerme una señal.\n\nEl buzón gris debe estar cerrado."
7703 "Hay tres buzones frente a la tienda de dulces. Debes ordenarlos en una secuencia específica para señalármelo.\n\nEl buzón azul debería estar abierto."
7704 "Nos encontraremos en la tienda de dulces de la parte oeste del barrio. Busca el signo de la grúa cerca de una máquina expendedora."
8000 "Has encontrado una carta con información clasificada."
8001 "Has encontrado un carrete de 35 mm."
8002 "Has encontrado un plano importante."
8003 "Has encontrado un maletín."
8004 "Has encontrado un expediente."
8005 "Has encontrado algunos expedientes perdidos."
8006 "Has encontrado un sobre."
8007 "Has encontrado una cinta de película."
8008 "Has fotografiado algo importante."
8009 "Has fotografiado un libro de contabilidad."
8010 "Has fotografiado un libro de contabilidad."
8011 "Has encontrado una nota."
9000 "<empty>"
10001 "Eh, disculpe, señorita. El Director quiere entrevistarse con usted."
10002 "Bien, le diré que le atenderá enseguida."
10003 "Mamá, no me llames al trabajo. Tengo que supervisar una operación."
10004 "¿Y qué se supone que tengo que hacer? Nunca estás en casa. ¿Cómo pretendes que esté en contacto contigo, pichoncito?"
10005 "Mira, tengo que dejarte."
10006 "Pero si ni siquiera te he dicho para qué he llamado."
10007 "Bueno, tal vez la próxima vez vayas al grano en lugar de meterte conmigo un cuarto de hora."
10008 "No irás a colgarme, ¿me oyes?"
10009 "Necesito un trago."
10010 "¿Quería verme?"
10011 "El Sr. Volkov ha solicitado tus servicios. Cree que alguien puede colarse en nuestra pequeña fiesta de esta noche. Quiere que hagas que nuestro invitado se sienta como en casa. Para siempre."
10012 "Cuándo pagaré mi deuda, sensei."
10013 "Cuando yo te lo diga."
10014 "Te prometo que hablaremos de eso más adelante, pero antes... ¡Cate Archer debe morir!"
10015 "¿Oui?"
10016 "Bien, parece..."
10017 "Fred Astaire?"
10018 "¿Una bicicleta?"
10019 "¿Un poni?"
10065 "Sensei, la espía ya está aquí."
10066 "Mátala."
10067 "Oh, oh."
10068 "Así que era una trampa."
10069 "Pero, ¿por qué?"
10070 "No seas ingenua. Tienes muchos enemigos."
10071 "¿Y cuál te envió a ti?"
10072 "¿Un admirador secreto? ¡Qué halagador!"
10073 "Estoy impresionada. No esperaba que llegaras tan lejos."
10074 "Lo siento."
10075 "¿Seguro que está muerta?"
10076 "Por supuesto que sí. Isako no comete errores, ¿verdad, Isako?"
10077 "Bien, es tranquilizador. Aunque estaría más tranquilo si me trajeses pruebas."
10078 "Bueno, Dmitrij. ¿Qué esperabas? ¿Su cabeza en una bandeja?"
10079 "Director, su... madre al teléfono."
10080 "No, maldita sea."
10081 "Sensei, dijo que discutiríamos mi futuro cuando la chica estuviera muerta."
10082 "¿Tu futuro? Tu futuro está con nosotros, querida."
10083 "Me puedes localizar en este número, viejo amigo, aunque te aconsejo que no lo uses."
10084 "Señor, reconsidérelo, por favor."
10085 "No he tenido unas vacaciones en condiciones en 15 años. No pienso renunciar a éstas."
10086 "Me refería a la idea de dejarme a mí al mando."
10087 "Ah, deja de lloriquear. ¿Es que hay alguien más?"
10088 "Bueno, me voy. Te veré dentro de unas semanas."
10089 "Sí, señor."
10090 "¿Director provisional Lawrie?"
10091 "Sí."
10092 "El Dr. Schenker quiere verle."
10093 "Excelente. Hágale pasar."
10094 "Doctor, ¿cómo está?"
10095 "Tiene mucha suerte de seguir viva. El equipo la encontró a tiempo. Ha estado preguntando por usted."
10096 "¡Bruno!"
10097 "Lo siento, no pude ir a Tokio. Los negocios en Praga se complicaron un poco. ¿Cómo demonios estás?"
10098 "Preparada para volver al trabajo."
10099 "No te precipites."
10100 "¿Precipitarme? Han pasado casi dos semanas."
10101 "Te recomiendo que no hagas ningún esfuerzo."
10102 "Haz caso al doctor, te necesito al cien por cien."
10103 "Déjame hacer algo útil. ¡Me estoy atrofiando!"
10104 "Director provisional Lawrie, haga el favor de acudir a la sala de estrategia inmediatamente."
10105 "¿\"Director provisional\" Lawrie?"
10106 "No preguntes. Debo irme. Tu quédate aquí."
10107 "Caballeros, lamento haberles hecho esperar."
10108 "Normalmente, no le habríamos convocado con tanta prisa, pero la situación es urgente. Soy Isaac Barnes y él es el general Morgan Hawkins."
10109 "Bruno Lawrie. Director provisional de UNITY."
10110 "¿Haciendo de canguro, eh?"
10111 "Más o menos."
10112 "¡Estoy bien!"
10113 "¡Necesitas descansar!"
10114 "¡Creí haberte dicho que te quedaras!"
10115 "No estaba de acuerdo contigo."
10116 "Caballeros, ella es la agente Archer, una de nuestros mejores agentes secretos."
10117 "Apuesto a que sí."
10118 "¿Alguna vez se ha tragado un puro encendido?"
10119 "Gracias, Dr. Schenker."
10120 "Sr. Lawrie, Srta. Archer, permítanme que vaya directo al grano."
10121 "Por supuesto."
10122 "¿Les suena de algo la isla de Khios?"
10123 "Está situada en el mar de Marmara. Un lugar codiciado por todas las grandes potencias."
10124 "¿Sabe por qué?"
10125 "Algo relacionado con sus recursos naturales, ¿no?"
10126 "Por Dios."
10127 "Exactamente. Tenemos motivos para creer que los soviéticos planean invadir Khios en las próximas dos semanas."
10128 "En cuanto los rojos pongan un pie en esa isla, el Tío Sam tendrá un paquete sorpresa con forma de Polaris, preparado para que ser sellado y entregado... directamente en Moscú."
10129 "Como sugiere el general, las consecuencias de una invasión podrían ser catastróficas. Un conflicto nuclear a escala mundial es una posibilidad nada desdeñable."
10130 "Pero Khios es casi inexpugnable por medio de un asalto convencional. ¿Cómo planean invadirla?"
10131 "Esperamos que pueda descubrirlo. Lo único que sabemos es que está envuelto en el programa de un arma secreta conocido como proyecto: Omega."
10132 "Deberíamos obligarlos a comerse un sándwich de armas nucleares como en el 62."
10133 "¿Nos ayudarán?"
10134 "Por supuesto que lo haremos."
10135 "Según nuestros espías, los soviéticos coordinan este proyecto desde una base apartada en Siberia. Necesitamos saber a qué nos enfrentamos y creemos que la respuesta está dentro de esa instalación."
10136 "Oh, oh. Olvidé las llaves."
10137 "Quizás puedas abrir la puerta."
10138 "Date prisa antes de que nos congelemos."
10139 "El generador está atras."
10140 "Activa el generador, por favor."
10141 "Me quedaré aquí. Tú activa el generador."
10142 "¡Abrid!"
10143 "¡Abrid esta puerta!"
10144 "¡Os lo advierto!"
10145 "¡He dicho que abráis!"
10146 "Chicos malos."
10147 "Si nos encuentran, tendremos problemas."
10148 "¡Acaba con ellos!"
10149 "Rápido, antes de que rompan la puerta."
10150 "Tu jefe te reclama por radio."
10151 "Foxhunt, le habla Foxhound. Hemos dejado algunos objetos para ti en el. cobertizo. La combinación de la cerradura es 36 - 7 - 42."
10152 "Cuídate."
10154 "La moto de nieve no tiene combustible. Busca una lata de gasolina."
10155 "O mejor, busca un camión."
10156 "No pierdas tiempo. Hace frío."
10158 "Cuidado en el puente. Hay muchos soldados. Busca un camino mejor."
10160 "Te esperare aqui. Buena suerte!"
10161 "¿D.A.Ñ.O.?"
10167 "Estoy listo para volver a casa."
10168 "Yo también. Odio este lugar."
10169 "Y pensaba que la comida de mi mujer estaba mala. Es un chef de lujo comparado con el encargado de la cocina de aquí."
10170 "Malas noticias, chicos. No nos vamos de momento."
10171 "Debería haber cogido la misión de El Cairo. Por lo menos hace calor."
10172 "¿No te has enterado? Alguien voló la sede de El Cairo."
10173 "¿Quién?"
10174 "Es difícil saberlo. Todo el mundo reclama la autoría. Probablemente lo han hecho los Demonios bien emplumados, pero podrían haber sido Ira mal administrada o Veneno lindo."
10175 "Supongo que después de todo tomé la decisión correcta. Por lo menos hay vodka."
10177 "El vodka me mantiene caliente."
10178 "Me conformo con café."
10179 "Yo tomaré café. Tú consigue el avión."
10180 "Adelante. Iré enseguida."
10181 "Buen café."
10182 "Lo siento."
10183 "Con ése van ya 14, Sr. Volkov. ¿Se encuentra mejor ahora?"
10184 "Un poco. Otro más."
10185 "¡Adentro, Laramie!"
10186 "¡Por favor no lo hagas! ¡Te lo suplico!"
10187 "Mételo en la máquina."
10188 "Aún estoy enfadado."
10189 "¡Adentro, Mackenzie!"
10190 "Mamá, ya hemos hablado de esto mil veces. NO voy a ir a casa en Navidad."
10191 "Quieres matarme como mataste a tu padre."
10192 "Mamá, papá murió de disentería en Kenia."
10193 "Murió porque se le rompió el corazón porque nunca llegaste a nada. Cuando pienso en los sacrificios que hicimos..."
10194 "Adiós, mamá."
10195 "¡No te atreverás a colgar...!"
10196 "¿Marvin? Sé buen chico y tráeme un traguito, ¿vale?"
10197 "El Sr. Volkov se sintió muy decepcionado al saber que Cate Archer aún está viva."
10198 "Pues que la mate él."
10199 "No seas impertinente."
10200 "Ella no es mi enemiga."
10201 "Es mi enemiga y tú eres mi criada. ¿O has olvidado quién te salvó la vida hace años?"
10202 "No me digas que le tienes miedo."
10203 "No temo a nadie."
10204 "Entonces, mátala. Y esta vez trae pruebas."
10205 "Su cabeza en una bandeja será suficiente."
10206 "Esperábamos obtener información más concluyente. ¿Qué sabe de la organización D.A.Ñ.O.?"
10207 "Ya hemos tratado con ellos antes. No eran muy competentes. Se rumorea que desde entonces han reestructurado la organización, pero nadie sabe de qué se trata exactamente."
10208 "Eso significa que no les pateasteis el culo lo suficientemente fuerte."
10209 "Por lo menos, sabemos que el proyecto: Omega es obra de D.A.Ñ.O., aunque no sepamos exactamente qué es."
10210 "La propuesta que encontramos estaba fechada en 1965."
10211 "¿Y?"
10212 "Eso significa que el proyecto estaba ya en marcha durante el incidente con D.A.Ñ.O el año pasado."
10213 "Ya hemos rastreado la instalación norteamericana en la que escondían al doctor Schenker. Los archivos que recuperamos no hacen mención del proyecto: Omega. Lamentablemente, la instalación alpina fue completamente destruida."
10214 "Hay otro sitio en el que podemos intentar buscar."
10215 "¿Dónde?"
10216 "En Akron, Ohio."
10217 "Hemos registrado la casa de Goodman."
10218 "Blitzny."
10219 "¿Perdón?"
10220 "Se llamaba Melvin Blitzny. Tom Goodman murió en Ámsterdam, ¿recuerdas?"
10221 "Como sea. Nuestros equipos han registrado el lugar a fondo."
10222 "Pero yo no lo he hecho."
10223 "Es una pérdida de tiempo."
10224 "Ya veremos."
10225 "Bueno, ten cuidado."
10228 "Te traeré un regalo."
10229 "No lo hagas, por favor."
10232 "¿Podemos posponer esto?"
10233 "Bien."
10234 "Eres muy decidida."
10235 "He hecho una promesa."
10236 "¡Adiós!"
10238 "Ah, bien, estás despierta."
10239 "Estoy un poco mareada."
10240 "Nada que no se arregle con una semana de descanso."
10245 "No tengo tiempo para eso. Tengo que encontrar a Armstrong."
10246 "¡Debo insistir!"
10247 "Vamos, niñitas. ¡Ni siquiera lo intentáis!"
10248 "Oh, hola, Cate."
10249 "Armstrong."
10250 "¿Cómo me has encontrado? Ah, claro, eres una espía."
10251 "¿Demasiado para tí?"
10252 "Bueno, son once contra uno. Discúlpame un momento."
10253 "¡Ése es el espíritu, muchachos!"
10254 "Son doce. No había visto al que hay en la esquina. Será un minuto."
10255 "Tómate tu tiempo."
10256 "Ahora estoy loco."
10257 "Bien, ¿qué puedo hacer por ti?"
10258 "Necesito tu ayuda."
10259 "No sé. Ya me he olvidado de las intrigas internacionales."
10261 "Me lo debes."
10262 "Ah, no empieces."
10263 "Todo lo que te pedimos es que ayudes a Cate a infiltrarse en la rama de India."
10264 "Para eso no me necesitáis."
10265 "Muchas cosas han cambiado desde que dejaste D.A.Ñ.O. La seguridad es mejor que nunca."
10266 "Bueno, supongo que puedo hacer unas cuantas llamadas, pero no esperes que me inmiscuya."
10267 "Kamal, soy Magnus. Voy a la India."
10298 "Tengo una cita con Monsieur Volkov."
10299 "¿Perdón?"
10300 "Dmitrij Volkov me mandó llamar."
10301 "Lo siento, ¿puede hablar más alto?"
10302 "Lléveme ante Volkov. Ahora."
10303 "Acompáñeme por favor."
10304 "¡Oh, lava fundida! Que bonito."
10305 "Espere aquí, por favor."
10306 "Señor, el asesino ha llegado."
10307 "Hágale pasar."
10308 "Quiero decirle, Monsieur, que es un honor para mí estar ante el legendario Dmitrij Volkov. Sin ninguna duda, usted es el Miguel Ángel del asesinato."
10309 "Es muy amable de su parte."
10312 "Monsieur Volkov, dígame quién le ha hecho esto y tendrá una terrible venganza."
10313 "Tuve un accidente esquiando."
10314 "Entiendo."
10315 "Bueno, se estará preguntando por qué he mandado llamar a uno de los asesinos a sueldo más peligrosos del mundo con tan poca antelación."
10316 "Porque quiere que mate a alguien"
10317 "No es a \"cualquiera\". Quiero que mate a... Cate Archer."
10318 "¿Cómo los convenzo para que me contraten?"
10319 "Demuestra lo que vales. Tal vez necesiten una sirvienta."
10320 "Nos están observando."
10321 "Está bien. Yo me quedaré aquí. Tú atrápalo y descubre qué quiere."
10322 "Será un placer."
10323 "Ten cuidado."
10324 "¿Quién eres?"
10325 "Kamal me envía para reunirme contigo."
10326 "¿Por qué no te has presentado?"
10327 "Pensaba que me seguían."
10328 "Kamal te espera en... Ahh..."
10329 "Te dije que lo atraparas, no que lo mataras."
10330 "Estaba a punto de decirme dónde tengo que reunirme con Kamal."
10331 "No hay problema. Kamal dijo que llevaría un clavel rosa para que lo reconocieras."
10332 "¿Yo?"
10333 "No puedo dejar que me vean."
10334 "¡Eh, vosotros!"
10335 "Me ocuparé de esto. Tú busca a Kamal."
10336 "¿Cómo te encontraré?"
10337 "Como si no desentonara..."
10340 "¡Dinos dónde está!"
10341 "¡No hablaré!"
10342 "¡¡¡Entonces... morirás!!!"
10343 "¡Cuidado!"
10344 "¡Ah, estás ahí! Empezaba a preocuparme."
10345 "Este mapa muestra la posición de la guarida de D.A.Ñ.O. He dejado un paquete para ti en una caja de periódicos cerca de aquí."
10346 "Oh, antes de que se me olvide, es probable que necesites algo de dinero para arreglártelas con el loco de Harij. Cincuenta rupias serán suficientes."
10347 "¿Quieres pasar? Cincuenta rupias."
10348 "Nadie pasa sin pagarle a Harij."
10349 "No enfades a Harij."
10350 "Te lo he dicho MUCHAS veces: cincuenta rupias si quieres atravesar esta puerta."
10351 "Puedes pasar."
10352 "Si te vuelvo a coger cobrando entrada, te arrestaré. Lo juro."
10353 "Es mi puerta."
10354 "¡No! ¡No! NO es tu puerta. ¡Te lo advierto!"
10355 "Ahora quítate de mi vista."
10356 "¿Hola?"
10357 "¿Hola?"
10358 "¿Con quién hablo?"
10359 "¿Con quién hablo YO?"
10360 "Soy yo, Balaji Malpani."
10361 "Balaji, idiota, soy yo, Anoop."
10362 "¡Oh, me preguntaba si serías tú, amigo mío! ¿Cómo estás?"
10363 "Bien, gracias. ¿Cuál es la contraseña de hoy? ¿Has pensado algo?"
10364 "¡Sí! ¡Y creo que te gustará muchísimo!"
10365 "Me tienes en ascuas."
10366 "Bien. La contraseña de hoy es... ¿Estás listo?"
10367 "¡Suéltalo ya, cerebro de mosquito!"
10368 "Mulligatawny. ¿Qué te parece?"
10369 "Creo que debería hacer de ti comida para ratas feroces."
10370 "¿Contraseña?"
10371 "Fuera de aquí."
10372 "No sé de qué me habla."
10373 "El jefe de seguridad. ¿Dónde puedo encontrarle?"
10374 "No tenemos jefe de seguridad."
10375 "¿No es ésta la sede en India de D.A.Ñ.O.?"
10376 "¿Qué es D.A.Ñ.O.?"
10377 "Suponiendo que esto fuera D.A.Ñ.O. y que hubiera un jefe de seguridad llamado Anoop Banerjee, ¿dónde podría encontrarlo?"
10378 "Al otro lado del patio. Su oficina está en el segundo piso."
10379 "Gracias."
10380 "Un placer."
10381 "¡Un momento!"
10382 "No tiene autorización para abandonar este edificio. Le diré a Banerjee que quiere verle."
10384 "Es tu oportunidad, Cate. Entra en la oficina de Banerjee y pon un micro en su teléfono. ¡No dejes que te cojan!"
10385 "¡Estupendo! Ahora busca la caja de empalme. Según Inteligencia, está en algún lugar del primer piso."
10386 "¿Una emboscada?"
10387 "Fueron esos bastardos de la Alianza Maligna."
10388 "¿Hemos perdido el cargamento entero?"
10389 "Pacpac consiguió salvar dos cajas de refrescos, pero se quedaron con todo el helado y los caramelos."
10390 "¡Malditos sean! Esta vez han llegado demasiado lejos. Regresad a la base inmediatamente. Debemos prepararnos."
10391 "¿Prem? Trae a la chica a mi oficina. La veré ahora."
10392 "Sígame, por favor."
10393 "Por esta puerta, por favor."
10401 "El Sr. Banerjee está esperando."
10402 "El Sr. Banerjee es un hombre ocupado. No le haga perder el tiempo, por favor."
10403 "¿Adónde cree que va?"
10404 "Si no quiere hablar con el Sr. Banerjee, tendrá que irse."
10405 "Se lo advierto. Es su última oportunidad."
10406 "Muy bien. Es obvio que no quiere hablar con él. ¡Váyase o la echaré!"
10407 "¿Dónde está la jovencita?"
10408 "Creo que está en el servicio."
10409 "¿Discúlpeme, señorita? El jefe la atenderá ahora."
10410 "¿Hola?"
10411 "¿Está bien?"
10412 "Estoy comenzando a preocuparme por usted."
10413 "Por favor, salga o tendré que tirar la puerta."
10414 "¡Uno... dos... tres!"
10415 "¡Guardias! ¡No la dejen escapar!"
10416 "Aunque yo trabajara para esa tal compañía D.A.Ñ.O., ¿cómo podría conseguir pruebas que avalasen su currículum?"
10417 "Me han dicho que la Alianza Maligna tiene una oficina en la zona."
10418 "No lo sabía, pero, continúe, por favor."
10419 "Bueno, ¿y si le traigo el contenido de su caja fuerte y echo por tierra su operación?"
10420 "Digamos que si yo fuera el responsable de contratar a personas para una organización como la que describe, quedaría muy impresionado por una actuación tan audaz."
10421 "Volveré."
10444 "¡Estás borracho!"
10445 "Me aburría."
10446 "Pues sí que eres una ayuda."
10447 "Eh, nena, no necesito un sermón, ya soy grandecito. Además, para ser sincero, no hay mucha diferencia cuando estoy borracho y cuando estoy sobrio."
10448 "Bueno, creo que tengo el trabajo."
10449 "Es un buen comienzo, pero no es suficiente. Por lo que me dijo Kamal, necesitarás una autorización de máxima seguridad si quieres llegar a la caja fuerte."
10450 "Supongo que tendré que conseguir que me asciendan."
10451 "¿Impresionado?"
10452 "Está contratada. Para empezar es un puesto de nivel, pero creo que encontrará el sueldo y los beneficios muy buenos. Bienvenida a D.A.Ñ.O."
10462 "Es Kali."
10463 "Me ha asustado. Intimida bastante, ¿verdad?"
10464 "Kali es una paradoja. Protectora y destructora. Casi destruye el mundo cuando intentaba salvarlo."
10465 "Siempre pasa lo mismo. ¿Qué ocurrió?"
