/*
LTJS
NOLF2 CRES
4073 "You can leave bear traps lying around to snare enemies. Just don't step on one yourself."
4074 "The globe on this keychain is actually a small bulb that emits a faint glow."
4075 "Even an ordinary banana can be devastating in the right hands. Leave it where someone is likely to step on it."
4076 "Put away your weapon to avoid frightening civilians."
4077 "This device will temporarily daze anyone caught in its explosion radius."
4078 "This canister grenade explodes in a cloud of sleeping gas that renders enemies unconscious for a short duration."
4079 "Releases a cloud of corrosive gas that burns the skin and interferes with breathing. Very dangerous."
4080 "Sends enemies into uncontrollable fits of laughter, incapacitating them until the effect wears off."
4081 "A modified Gordon submachinegun. The barrel has been swapped out for an integrated silencer."
4100 "Taser"
4101 "Katana"
4102 "Tulwar"
4103 "Shuriken"
4104 "Grenade"
4105 "Stun Grenade"
4106 "Sleeping Gas Grenade"
4107 "Acid Gas Grenade"
4108 ".32 FMJ"
4109 ".32 Cyanide"
4110 "Tranquilizer"
4111 "Camera Disabler"
4112 "Glue Bomb"
4113 "Electric Charge"
4114 "ASSS"
4115 "Laughing Gas Grenade"
4116 "12-gauge Buckshot"
4117 "12-gauge Explosive"
4118 "9mm FMJ"
4119 ".45 FMJ"
4120 "7.62x39 FMJ"
4121 "7.62x39 Phos"
4122 ".308 FMJ"
4123 "Bolt"
4124 "Poison Bolt"
4125 "Fire Bolt"
4126 "Explosive Bolt"
4127 "Micromissile"
4128 "Camera"
4129 "Explosives"
4130 "Code Breaker"
4131 "Welder"
4132 "Lock Pick"
4133 "Bug"
4134 "Body Remover"
4135 "<n/a>"
4136 "Coin"
4137 "Angry Kitty"
4138 "Bear Trap"
4139 "Banana"
4140 "Tracking Dart"
4200 "Heavy Body Armor"
4201 "Light Body Armor"
4202 "First Aid Kit"
4203 "Bandages"
4204 "Armor Pad"
4205 "Small Bandage"
4210 "Nullifies poison damage caused by cyanide-tipped rounds and poisoned crossbow bolts."
4211 "Reduces burn damage caused by phosphorous rounds, scalding steam, and other heat sources."
4212 "Reduces concussion damage caused by explosions."
4213 "Reduces electrical damage."
4214 "Underwater air supply"
4215 "Reduces movement noise by half."
4216 "Prevents excessive blood loss caused by dum dum rounds."
4217 "Protects wearer from most types of damage."
4250 "Silencer for McAllister .32 Automatic Handgun"
4251 "Camera zoom"
4252 "Silencer for RFA Series-4 Bolt-action Rifle"
4253 "Silencer for Gordon 9mm SMG"
4254 "Scope for AK-47 assault rifle"
4255 "Scope for Utility Launcher"
4256 "Scope for Vindicator Sportman's Crossbow"
4257 "Scope for Bacalov Corrector"
4300 "Renders enemies temporarily unconscious."
4301 "Katana"
4302 "Tulwar"
4303 "Thrown projectile with razor sharp edges. Can also be used to cause distractions."
4304 "Fragmentation explosive detonates on a 3 second fuse."
4305 "Releases a cloud of stun gas that temporarily dazes targets."
4306 "Area effect that renders targets temporarily unconscious."
4307 "Produces a deadly cloud of corrosive gas."
4308 "Standard .32 caliber full metal jacket ammunition."
4309 ".32 caliber rounds with tiny poison capsules inserted at the tip of each cartridge. Effective against living targets."
4310 "Renders enemies temporarily unconscious."
4311 "Disables security cameras by displaying innocuous video loop."
4312 "Creates a puddle of powerful liquid adhesive. Will stop enemies in their tracks for short duration."
4313 "Emits a powerful electrical charge."
4314 "Anti-Super Soldier Serum produces a chemical reaction in super soldiers that effectively causes them to boil. Harmless against humans."
4315 "Produces a cloud of debilitating laughing gas."
4316 "12-gauge shot spreads from the gun barrel, creating a wide firing arc that is highly effective at close range."
4317 "Explosive pellets burst on impact, causing massive damage to targets."
4318 "Standard 9 millimeter full metal jacket ammunition."
4319 "Standard .45 caliber full metal jacket ammunition."
4320 "Standard 7.62x39 full metal jacket ammunition."
4321 "Phosphorous-coated 7.62x39 ammunition continues to burn on impact."
4322 "Standard .308 full metal jacket ammunition."
4323 "Standard crossbow ammunition. Can sometimes be recovered from soft targets."
4324 "Poison-coated crossbow ammunition. Can sometimes be recovered from soft targets."
4325 "Incendiary crossbow ammunition continues to burn on impact."
4326 "Explosive-tipped crossbow ammunition that detonates on impact."
4327 "Small self-propelled missile that explodes on impact."
4328 "Zoomable spy camera function."
4329 "Timed explosive device with an adjustable timer."
4330 "Standard electronic code analyzer and decipherer."
4331 "Portable arc welder."
4332 "Lockpick"
4333 "Eavesdropping bug."
4334 "Instantaneously atomizes bodies, removing them permanently."
4335 "Chemically neutralizes invisible ink, making it perceptible to the naked eye."
4336 "Coin."
4337 "Angry Kitty."
4338 "Bear trap."
4339 "Banana"
4340 "Radio transmitter darts that mark an enemy's location on your radar."
4500 "<KEY ITEMS>"
4501 "Screwdriver"
4502 "Light bulb"
4503 "Dead batteries"
4504 "Fresh batteries"
4505 "Briefcase"
4506 "Fuel can"
4507 "Fuse"
4508 "Key ring"
4509 "Wire coil"
4510 "Wrench"
4511 "Door knob"
4512 "Chime ringer"
4513 "Bucket"
4514 "Faucet handle"
4515 "Supercomputer User Manual v1.0"
4516 "Requisition Form 207-B"
4517 "User Manual Supplement v2.0"
4518 "H.A.R.M. ID badge"
4519 "Computer vacuum tube"
4520 "Bag of sugar"
4521 "Computer bypass Widget"
4522 "M-9 Password: Piroshki"
4523 "M-9 Tape 689: Project Omega"
4524 "Rupees"
4525 "Keys for snowmobile"
4526 "M-9 DATA PROCESSING UNIT"
4527 "M-9 Security Code"
4528 "Dr. Schenker's eyeglasses"
4529 "Keys for the snowmobile"
4530 "Fifty Rupees"
4531 "All Access Security Card"
4532 "Underwater Base security card"
4533 "A tape recorder"
4534 "The key for the crane"
4535 "Supercomputer Services Product Catalog"
4536 "A screwdriver"
4537 "An audio tape with a red label"
4538 "An audio tape with a blue label."
4539 "An audio tape with a green label."
4540 "An audio tape with a yellow label."
4541 "An audio tape with an orange label."
4542 "An audio tape with a purple label."
4543 "The combination to the safe in Balaji's apartment"
4544 "Siberia card"
4545 "A pot of coffee"
4546 "Balaji Malpani's Keys"
4547 "<empty>"
4548 "<empty>"
4549 "Super Computer Services card"
4750 "<KEY ITEM DESCRIPTIONS>"
4751 "A rusty flat head screwdriver."
4752 "A 60 watt light bulb."
4753 "Grimy AA batteries. They seem to have run out of juice."
4754 "Shiny new AA batteries."
4755 "A briefcase to be delivered to Hatori-san."
4756 "You can use this fuel for the snowmobile."
4757 "This fuse appears to be in good condition."
4758 "An ordinary key ring with several different keys."
4759 "A coil of copper wire for electrical work."
4760 "A heavy duty wrench. It'll do the job when bare hands won't."
4761 "A loose door knob. It could come in handy for replacing missing or defective doorknobs."
4762 "The ringer of a wind chime."
4763 "An empty bucket. Looks like it could hold quite a bit of water."
4764 "The handle for a water faucet."
4765 "Super Computer User Manual v1.0. Lists input procedures for the Super Computer."
4766 "This Requisition Form 207-B has been filled out to request the Super Computer manual."
4767 "Supercomputer User Manual Supplement v2.0. Lists updated input procedure for Super Computer."
4768 "A H.A.R.M. ID badge used to enter secure areas."
4769 "The label on this vacuum tube reads: Replacement part for M-9 Data Processing Unit."
4770 "The security code for the M-9 Data Processing Unit."
4771 "A bypass widget used to access Data Processing Unit."
4772 "The password needed to start the M-9 Data Processing Unit."
4773 "Lists the file ID for information pertaining to Project: Omega."
4774 "Rupees are a basic monetary unit in India."
4775 "These are ignition keys for a snowmobile."
4776 "Refined sugar can be used to sweeten coffee or to cause an engine to seize up."
4777 "Refined sugar can be used to sweeten coffee or to cause an engine to seize up."
4778 "Dr. Schenker's glasses are impossible to mistake. The thick lenses are scored with scratches and don't seem to have been cleaned for some months. It's difficult to imagine how he can see anything through them."
4779 "The ignition key for a snowmobile."
4780 "Fifty rupees. Perhaps you can give this to Crazy Harij to open the city gates."
4781 "This catalogue is required in order to obtain Version 1.0 of the Supercomputer Services User Manual from the Supercomputer Services Department"
4782 "This key is needed to operate the loading crane in the submarine bay."
4783 "This security card can be used on card key readers to gain entry to restricted areas."
4784 "This security card can be used on card key readers to gain entry to restricted areas."
4785 "This recorder contains the voice identification for a H.A.R.M. Underwater Base employee."
4786 "A flat head screwdriver. Might be useful for prying things open."
4787 "The label on this audio tape identifies\nit as a volume in the audio journal of\nTom Goodman."
4788 "The label on this audio tape identifies\nit as a volume in the audio journal of\nTom Goodman."
4789 "The label on this audio tape identifies\nit as a volume in the audio journal of\nTom Goodman."
4790 "The label on this audio tape identifies\nit as a volume in the audio journal of\nTom Goodman."
4791 "The label on this audio tape identifies\nit as a volume in the audio journal of\nTom Goodman."
4792 "The label on this audio tape identifies\nit as a volume in the audio journal of\nTom Goodman."
4793 "A safe combination: 38, 24, 36"
4794 "This security card can be used on card key readers to gain entry to restricted areas."
4795 "This coffee doesn't smell particularly fresh, but it's warm and strong."
4796 "Keys for Balaji Malpani's room at the Hotel Happy Guest as well as his private safe."
4797 "<empty>"
4798 "<empty>"
4799 "Card key for the Super Computer Services Department."
5000 "<CHAPTER 1 & 2 OBJECTIVES>"
5001 "Rendezvous with Hatori-san."
5002 "Discover the new location for the meeting."
5003 "Report back to Hatori-san."
5004 "Infiltrate the estate grounds."
5005 "Photograph the meeting."
5006 "Return to Yamata-san at the bridge."
5007 "Recover remaining three pages of this letter."
5008 "Deliver briefcase to Hatori-san."
5009 "Erase three dead drop chalk marks."
5010 "Try not to let enemies sound the alarm."
5011 "Recover six pages of UNITY field manual."
5012 "Photograph Hatori-san."
5013 "Recover all four pages of the UNITY field manual."
5014 "FAILED: Photograph the meeting."
5015 "Don't let any alarms be sounded in the yard around the main house."
5016 "Don't make any suspicious noise near the window!"
5017 "<add objective>"
5018 "<add objective>"
5019 "<add objective>"
5020 "<CHAPTER 3, 4, & 5 OBJECTIVES>"
5021 "Radio UNITY mission control for instructions."
5022 "Locate and secure the hunting cabin as a base of operations."
5023 "Place three explosives on the underpinnings of the main bridge."
5024 "Locate the communications relay station."
5025 "Locate the power station."
5026 "Avoid the main bridge leading into the base."
5027 "Minimize Soviet casualties at all costs."
5028 "Sabotage the power station."
5029 "Plant explosive at the base of the radio tower. "
5030 "Plant explosives at power relay station."
5031 "Rescue your pilot from his Soviet captors, and escort him out of the facility."
5032 "Return to the hunting cabin and wait for dark."
5033 "Discover the nature of the conspiracy you've uncovered."
5034 "Try to prevent Soviet soldiers from summoning backup."
5035 "Locate the central archive."
5036 "Place explosive at the outer gate."
5037 "Place explosive at the fuel depot in the motor pool."
5038 "Place explosive on propane tank by mess hall."
5039 "Recover information on Project: Omega."
5040 "Get back to the plane."
5041 "Liquidate Nikolai Zhukov."
5042 "Return to the insertion point."
5043 "Recover both pages of Soviet Military Readiness Report."
5044 "Infiltrate the installation."
5045 "Collect all four expense reports."
5046 "Plant bugs on four phones in the main records building."
5047 "Photograph three targets. (TBD)"
5048 "Prevent H.A.R.M. from blowing up your plane."
5049 "Help your pilot sober up."
5050 "Recover the other page of the Soviet Military Readiness Report."
5051 "Recover top secret document from the safe in the old Records Building."
5052 "Recover supplies from the shed."
5053 "Infiltrate the Main Records Building."
5054 "Rescue your pilot from H.A.R.M."
5055 "Recover additional information on ANATOLI."
5056 "<add objective>"
5057 "<add objective>"
5058 "<add objective>"
5059 "<add objective>"
5060 "<CHAPTER 6 OBJECTIVES>"
5061 "Find information on Project Omega."
5062 "Escape with the evidence."
5063 "Defeat Isako."
5064 "Fight off the ninja attackers."
5065 "Find all the voice recordings."
5066 "Find all the correspondence between Goodman and Mr. Smith."
5067 "<add objective>"
5068 "<add objective>"
5069 "<add objective>"
5070 "<add objective>"
5071 "<add objective>"
5072 "<add objective>"
5073 "<add objective>"
5074 "<add objective>"
5075 "<add objective>"
5076 "<add objective>"
5077 "<add objective>"
5078 "<add objective>"
5079 "<add objective>"
5080 "<CHAPTER 7 & 8 OBJECTIVES>"
5081 "Rendezvous with Kamal. Be careful not to injure innocents or police patrolling the area."
5082 "Gain entry to H.A.R.M. headquarters."
5083 "Bug the phone in Anoop Banerjee's office, then listen back to the conversation."
5084 "Locate the telephone junction box."
5085 "Return to the entry hall before your absence is noted."
5086 "Collect the Wanted posters before they are spotted by civilians."
5087 "Infiltrate Evil Alliance headquarters."
5088 "Recover the contents of the manager's safe."
5089 "Plant explosives at location #1."
5090 "Plant explosives at location #2."
5091 "Plant explosives at location #3."
5092 "Plant explosives in the secret Evil Alliance film vault."
5093 "Escape Evil Alliance headquarters."
5094 "Recover information on Project Omega from the main vault."
5095 "Rendezvous with Armstrong."
5096 "Follow Armstrong to safety."
5097 "Escape with Armstrong."
5098 "Protect Armstrong at all costs."
5099 "Apprehend the Mime King."
5100 "Photograph targets in H.A.R.M. HQ (TBD)."
5101 "Plant bug on three telephones in H.A.R.M. headquarters."
5102 "Photograph documents in wall safe."
5103 "Obtain the blackmail evidence on Kamal."
5104 "Don't kill anyone or you'll fail your mission!"
5105 "Avoid being caught or you'll be escorted back to the lobby and have to try again!"
5106 "Talk to Armstrong."
5107 "Find Kamal."
5108 "Reach the lower level without killing anyone."
5109 "Retrieve supplies from the phone booth near the movie theatre."
5110 "Don't get caught now or you'll fail your mission!"
5111 "<add objective>"
5112 "<add objective>"
5113 "<add objective>"
5114 "<add objective>"
5115 "<add objective>"
5116 "<add objective>"
5117 "<add objective>"
5118 "<add objective>"
5119 "<add objective>"
5120 "<CHAPTER 9 OBJECTIVES>"
5121 "Recover information on Project Omega."
5122 "Escape alive."
5123 "Recover three pages of medical report."
5124 "Recover additional data on Lieutenant Anders."
5125 "<add objective>"
5126 "<add objective>"
5127 "<add objective>"
5128 "<add objective>"
5129 "<add objective>"
5130 "<CHAPTER 10 OBJECTIVES>"
5131 "Rescue civilians from super soldiers."
5132 "Protect Kamal."
5133 "Put out the fire for Crazy Harij or he'll be very angry!"
5134 "<add objective>"
5135 "<add objective>"
5136 "<add objective>"
5137 "<add objective>"
5138 "<add objective>"
5139 "<add objective>"
5140 "<CHAPTER 11 OBJECTIVES>"
5141 "Find Dr. Schenker's eyeglasses."
5142 "Get rid of the intruders."
5143 "Find Dr. Schenker."
5144 "Protect UNITY personnel."
5145 "Find the four misplaced documents."
5146 "Disarm all explosives."
5147 "<add objective>"
5148 "<add objective>"
5149 "<add objective>"
5150 "<CHAPTER 12 & 13 OBJECTIVES>"
5151 "Find out where Armstrong is being held."
5152 "Rescue Armstrong. He's being held in the lower decks in a Super Soldier pod."
5153 "Find a way off the underwater base before it implodes."
5154 "Gain access to the Director's private deck."
5155 "Recover information on the H.A.R.M. super secret submarine."
5156 "Recover a copy of the H.A.R.M. employee handbook."
5157 "Defeat Pierre."
5158 "Obtain the Supercomputer User Manual v1.0 from the Supercomputer Services Department."
5159 "Locate Requisition Form 207-B."
5160 "Locate the Supercomputer User Manual Supplement v2.0."
5161 "Locate the bilge pump valve and open it."
5162 "Obtain a copy of H.A.R.M.'s new mission statement."
5163 "Locate the umbilicus that leads to the Command Deck."
5164 "<add objective>"
5165 "<add objective>"
5166 "<add objective>"
5167 "<add objective>"
5168 "<add objective>"
5169 "<add objective>"
5170 "<CHAPTER 14 OBJECTIVES>"
5171 "Escape the needlessly elaborate death trap."
5172 "Defeat Volkov."
5173 "Escape the secret underground lair."
5174 "Defeat Isako."
5175 "Recover the new H.A.R.M. public relations plan."
5176 "Recover H.A.R.M.'s Khios Invasion Plan"
5177 "Destroy the generator."
5178 "Destroy the super computer mainframe."
5179 "<add objective>"
5180 "<CHAPTER 15 OBJECTIVES>"
5181 "Stop the super soldier invasion."
5182 "Defeat the super soldier lieutenant."
5183 "Rendezvous with Armstrong at the fort."
5184 "Sink the Super Secret Submarine."
5185 "<add objective>"
5500 "<COOPERATIVE MISSION OBJECTIVES>"
5501 "Locate Balaji Malpani then photograph him. His apartment would be a good place to start."
5502 "Head to the extraction point at the cafe near Balaji's apartment."
5503 "Meet up with your team at the UNITY cabin and radio headquarters to receive final instructions."
5504 "Take down the computer by infiltrating the installation and planting 4 explosives. "
5505 "Take down the computer by planting explosives. 3 targets are left."
5506 "Take down the computer by planting explosives. 2 targets are left."
5507 "Take down the computer by planting explosives. 1 target is left."
5508 "Gather additional data on the Super Soldier project."
5509 "Meet back at the UNITY cabin and radio headquarters for an extraction."
5510 "Locate Cate. Her last reported location was near the waterfall outside the village."
5511 "Return to the extraction point with Cate."
5512 "Find the generator and turn on the power to all the area's doors and gates."
5513 "Gain entry to Balaji's apartment by finding a spare set of keys or perhaps a lockpick."
5514 "Find a good vantage point from which to photograph Balaji at his mistress's apartment."
5515 "<empty>"
5516 "Locate and rescue Armstrong."
5517 "Find information on where H.A.R.M. is taking Armstrong."
5518 "Look for appropriate targets and plant 6 sets of explosives. "
5519 "Look for appropriate targets and plant 5 sets of explosives. "
5520 "Look for appropriate targets and plant 4 sets of explosives. "
5521 "Look for appropriate targets and plant 3 sets of explosives. "
5522 "Look for appropriate targets and plant 2 sets of explosives. "
5523 "Look for appropriate targets and plant 1 explosive.  "
5524 "Return to the extraction point for retrieval."
5525 "The mimes have taken 4 hostages. Save them."
5526 "The mimes have 3 hostages. Save them."
5527 "The mimes have 2 hostages. Save them."
5528 "The mimes have 1 hostage. Save him."
5529 "Meet at the extraction point in the lobby to receive your next mission."
5530 "Collect 50 rupees and pay Crazy Harij to let you through the gates into the inner part of the city."
5531 "Get to the UNITY helicopter for extraction."
5532 "Cate is dead! Mission Failed!"
5533 "<text>"
5534 "<text>"
5535 "<text>"
5577 "<text>"
6000 "Secret Underground H.A.R.M. Lair\nLocation UNKNOWN"
6001 "7:01 p.m.\nInotakimura, Japan"
6002 "UNITY Headquarters\nLocation CLASSIFIED"
6003 "4:17 p.m.\nSiberia, U.S.S.R."
6004 "3:36 p.m.\nAkron, Ohio"
6005 "1:25 p.m.\nCalcutta, India"
6006 "11:30 a.m.\nAntarctica"
6007 "7:14 p.m.\nCalcutta, India"
6008 "2:28 p.m.\nUNITY Headquarters"
6009 "Secret Underwater H.A.R.M. Base\nAegean Sea"
6010 "Secret Underground H.A.R.M. Lair"
6011 "4:31 p.m.\nKingdom of Khios, Sea of Marmara"
6012 "H.A.R.M. Super Secret Submarine"
6013 "NATO High Command Fleet"
6014 "9:42 p.m.\nSiberia, U.S.S.R."
6015 "2:24 p.m.\nH.A.R.M.'s Indian Headquarters"
6016 "Somewhere in the Aegean Sea"
6017 "Somewhere in the Sea of Marmara"
6500 "Unacceptable civilian casualties!"
6501 "You killed a civilian!"
6502 "You were apprehended!"
6503 "You were sucked into the tornado!"
6504 "You cut the wrong circuit!"
6505 "You died!"
6506 "UNITY Headquarters has been destroyed!"
6507 "You killed your pilot!"
6508 "You died!"
6509 "You died!"
6510 "You killed Hatori-san!"
6511 "You allowed Hatori-san to be killed!"
6512 "You killed Armstrong!"
6513 "You allowed Armstrong to die!"
6514 "You killed your pilot! Now you can't go home!"
6515 "You allowed your pilot to be killed! "
6516 "Armstrong died!"
6517 "You spent too long screwing around in the restroom and now you've blown your cover. You are quickly apprehended and tortured for information. In less than a week, the U.S. and U.S.S.R. are at war and most of civilization evaporates."
6518 "Hatori-san's pacemaker failed. He's dead."
6519 "You killed Yamata-san!"
6520 "You allowed Yamata-san to be killed!"
6521 "Your plane was destroyed!"
6522 "You blew your cover!"
6523 "You killed a police officer!"
6524 "You killed Kamal!"
6525 "You killed Dr. Schenker!"
6526 "You killed Mr. Barnes!"
6527 "You killed General Hawkins!"
6528 "You've blown your cover! You no longer have a way to gain entry to their headquarters."
6529 "Kamal was killed!"
6530 "That sort of behavior is unacceptable. You're fired!"
6531 "Angry at being attacked by his so-called ally,\nArmstrong punches you so hard you die."
7000 "<TRANSMISSIONS>"
7001 "Address the mechanical mynah bird for useful advice."
7002 "The fuse is dead. You'll have to replace it."
7003 "The door is locked."
7004 "The wires have shorted out. They can be repaired if you can find some copper wire."
7005 "The valve handle is missing. You can't get a good grip with your bare hands."
7006 "The door knob is missing."
7007 "The power is out."
7008 "You don't have the keys."
7009 "The snowmobile is out of fuel."
7010 "A vacuum tube is missing."
7011 "You need a password to access this computer."
7012 "Enter the index number."
7013 "It won't work without batteries."
7014 "It's too heavy for you to lift."
7015 "I found 10 Rupees."
7016 "I've found 10 Rupees. Only 40 more Rupees to go."
7017 "I've found 10 Rupees. Only 30 more Rupees to go."
7018 "I've found 10 Rupees. Only 20 more Rupees to go."
7019 "I've found 10 Rupees. Only 10 more Rupees to go."
7020 "That makes 50 Rupees! Let's head to the gate."
7021 "I found a note from Balaji to his mistress. We need to find the set of keys he left for her nearby. Fan out and search the area."
7022 "I found a note from Balaji's mistress to meet at her apartment. Look for a flowerbox outside and find a spot across the street. We can photograph them through the window."
7023 "I found the keys to Balaji's apartment. Let's search the place for clues."
7024 "BRUNO: A Soviet spy has unlocked the installation gates. Get inside and plant explosives. Fuel depots would make excellent targets. Good luck!"
7025 "The gate to the Old Records Building is locked with a weldable lock."
7026 "I've welded the lock off the gate to the Old Records Building."
7027 "BRUNO: Good work team. Unfortunately you'll have to hold off the Soviets until the UNITY extraction team can arrive."
7028 "The doors are locked. Perhaps you can find a loose set of keys."
7029 "I've planted explosive number 1."
7030 "I've planted explosive number 2."
7031 "I've planted explosive number 3."
7032 "I've planted explosive number 4. "
7033 "I've saved Mr. Barnes."
7034 "I've saved General Hawkins."
7035 "I've saved Dr. Schenker."
7036 "I've saved the UNITY Researcher."
7037 "The doors and gates are inoperative. You need to turn the power back on first."
7038 "You need to find Cate and bring her to the extraction point!"
7039 "I've found Cate and am bringing her back to the extraction point. I'll need everyone's protection on the return trip."
7040 "I'm at the rally point."
7041 "I'm at the extraction point."
7042 "Let's meet at the next rally point."
7043 "This door is locked. You need to find the keys."
7044 "If only you had some sugar..."
7045 "You were caught sneaking around!"
7046 "To open this safe, you'll need to find the combination numbers."
7047 "The gate seems to be barred from the other side."
7048 "The door is locked from the other side."
7049 "You don't have the combination."
7050 "The door is locked from the inside."
7051 "Consult Intelligence screen (default hotkey: I) to review information."
7052 "You found the keys to the snowmobile."
7053 "A screwdriver is needed to open this panel."
7054 "Primary objective failed. No Skill Points awarded.\nReturn to Yamata-san at the bridge."
7055 "I've turned the power back on. Head back to the security gates."
7056 "I've just seen Armstrong being air lifted out by helicopter along with a strange creature. Please advise."
7057 "BRUNO: We can't save Armstrong now. See if you can find out where they are taking him."
7058 "I've located the information on Armstrong's whereabouts. Advise on the next course of action."
7059 "BRUNO: Let's bring this place to the ground. Explosives are being air dropped to you now. Check outside to find them."
7060 "I've planted explosive number 5."
7061 "I've planted explosive number 6. Let's return to the extraction point."
7062 "The power to the security gates is off. Let's find the generator and restore power."
7063 "Headquarters, the I'm at the Rally Point. Please advise."
7064 "HIDE!!!"
7065 "An alarm has sounded! Hide!"
7066 "Collect nine Wanted posters!"
7067 "Eight more posters to go!"
7068 "Seven more posters to go!"
7069 "Six more posters to go!"
7070 "Five more posters to go!"
7071 "Four more posters to go!"
7072 "Three more posters to go!"
7073 "Two more posters to go!"
7074 "One more poster to go!"
7075 "Defuse four explosives!"
7076 "Three more explosives to go!"
7077 "Two more explosives to go!"
7078 "One more explosive to go!"
7079 "You must wait for the rest of your team to arrive!"
7080 "Great idea, but you don't have the File Identification Number for Project: Omega."
7081 "Maybe you should look for the File Identification Number for Project: Omega. It's probably stored in the vicinity."
7082 "Seven more Super Soldiers to go!"
7083 "Six more Super Soldiers to go!"
7084 "Five more Super Soldiers to go!"
7085 "Four more Super Soldiers to go!"
7086 "Three more Super Soldiers to go!"
7087 "Two more Super Soldiers to go!"
7088 "One more Super Soldier to go!"
7089 "Rescue your pilot and prevent H.A.R.M. from blowing up your plane!"
7090 "Sink the Super Secret Submarine and stop the Super Soldier invasion."
7091 "This safe is opened by a special key. The lock cannot be picked."
7092 "It's an image of a crane."
7093 "This is a voice activated door.\nYour name isn't recognized by the security system."
7094 "This door is sealed by an emergency lockdown.\nYou'll need to interrupt power to the security system."
7095 "Hide! If you're caught now, you'll fail your mission."
7500 "<DECISIONS>"
7501 "Tell me about Objectives."
7502 "Tell me about my Equipment."
7503 "Tell me about Skill Points."
7504 "Nothing now, thanks."
7505 "Play Tape 1."
7506 "Play Tape 2."
7507 "Play Tape 3."
7508 "Play Tape 4."
7509 "Play Tape 5."
7510 "Play Tape 6."
7511 "Enter the File Identification Number for Project: Omega."
7512 "Enter numbers randomly."
7700 "<CODED TEXT IDS>"
7701 "There are three mailboxes in front of the sweet shop. You must arrange them in a specific sequence to signal me.\n\nThe red mailbox should be open."
7702 "There are three mailboxes in front of the sweet shop. You must arrange them in a specific sequence to signal me.\n\nThe gray mailbox should be closed."
7703 "There are three mailboxes in front of the sweet shop. You must arrange them in a specific sequence to signal me.\n\nThe blue mailbox should be open."
7704 "I'll meet you at the sweet shop on the west side of the neighborhood. Look for the sign with the crane near a vending machine."
8000 "You found a letter containing classified information."
8001 "You found a roll of 35mm film."
8002 "You found an important blueprint."
8003 "You found a briefcase."
8004 "You found a dossier."
8005 "You found some loose files."
8006 "You found an envelope."
8007 "You found a reel-to-reel tape."
8008 "You photographed something important."
8009 "You photographed a ledger."
8010 "You photographed a ledger."
8011 "You found a note."
9000 "<empty>"
10001 "Um, excuse me, miss. The Director has requested an audience with you."
10002 "Right, well, I'll just tell him you'll be along shortly then."
10003 "Mother, you can't keep calling me at work. I have an operation to run."
10004 "What am I supposed to do? You're never at home. How do you expect me to get in touch with you, carrier pigeon?"
10005 "Look, I've got to go."
10006 "I haven't even told you why I called."
10007 "Yes, well, maybe next time you'll get to the point instead of lambasting me for a quarter hour."
10008 "Don't you hang up on me, do you hear me?"
10009 "I need a drink."
10010 "You wanted to see me?"
10011 "Mr. Volkov has requested your services. He's expecting someone to crash our little party tonight. He wants you to make our uninvited guest feel at home. Permanently."
10012 "When will my debt be paid, sensei."
10013 "When I tell you it is."
10014 "I promise we'll talk about it further, but first... Cate Archer must die!"
10015 "Oui?"
10016 "Ah, okay... sounds like..."
10017 "Fred Astaire?"
10018 "Bicycle?"
10019 "Pony!"
10065 "Sensei. The spy is here."
10066 "Kill her."
10067 "Uh oh."
10068 "So, it was a trap."
10069 "But why?"
10070 "Don't be naive. You have many enemies."
10071 "Which one sent you?"
10072 "A secret admirer, then? How flattering."
10073 "I'm impressed. I didn't expect you to make it this far."
10074 "I'm sorry."
10075 "You're sure she's dead?"
10076 "Of course she is. Isako doesn't make mistakes. Do you, Isako?"
10077 "Well, that's reassuring. Although I'd be even more reassured if you'd brought me proof."
10078 "Now, Dmitrij. What did you expect? Her head on a platter?"
10079 "Director, your mother is on the phone."
10080 "Oh, bother."
10081 "Sensei. You said we could discuss my future when the girl was dead."
10082 "Your future? Your future is with us, my dear."
10083 "Here's the number where you can reach me, old boy, although I'd encourage you not to."
10084 "Sir, please reconsider."
10085 "I haven't had a proper vacation for 15 years. I won't be talked out of this one."
10086 "I was referring to the idea of leaving me in charge."
10087 "Oh, do quit whining. Who else is there?"
10088 "Well then, I'm off. See you in a few weeks."
10089 "Yes, sir."
10090 "Temporary Director Lawrie?"
10091 "Yes."
10092 "Dr. Schenker to see you."
10093 "Excellent. Send him in."
10094 "Doctor. How is she?"
10095 "Very lucky to be alive. The team found her just in time. She's been asking for you."
10096 "Bruno! "
10097 "Sorry I couldn't come to Tokyo. The business in Prague turned a bit messy. How the bloody hell are you?"
10098 "Ready to get back to work."
10099 "Let's not be hasty."
10100 "Hasty? It's been nearly two weeks."
10101 "I wouldn't recommend any strenuous activity."
10102 "Listen to the doctor. I need you in tip top shape."
10103 "Then let me do something useful. I'm wasting away!"
10104 "Temporary Director Lawrie, please report to the War Room immediately."
10105 "Temporary Director Lawrie?"
10106 "Don't ask. I've got to run. You stay put."
10107 "Gentlemen, sorry to have kept you waiting."
10108 "Normally we wouldn't just barge in on you like this, but the situation is urgent. I'm Isaac Barnes. This is General Morgan Hawkins. "
10109 "Bruno Lawrie. Temporary Director of UNITY."
10110 "Gotcha babysitting, eh?"
10111 "Quite so."
10112 "I'm fine!"
10113 "You need to rest!"
10114 "I thought I told you to stay put!"
10115 "I didn't agree to."
